,Unnamed: 0,Earmark Description,Location,Amount,Administering State Agency,State Agency Contact,Account Number,Earmark Language,Agency,Categories,Health,Housing,Food,Arts,Construction,Economic,Education,Environment,Essential Services,Equality,Events,Historical,Human Services,Mental Health,Occupational,Recreation,Rehabilitation,Religious,Transport,Technology,Youth Programs,Accessibility,Maintenance,Research,amdt_match
695,695,Southwick War Monument,Southwick,5000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,70021530,"provided further, that not less $5,000 shall be expended to the town of Southwick to finish the cleaning, additions and updated engravings of its War Monument",HED,"Maintenance, Historical",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Southwick War Monument
696,696,Special Townies in Charlestown,Boston,25000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $25,000 shall be expended to Special Townies - Autistic & Exceptional Children Programs, Inc. in the Charlestown section of the city of Boston",EHS,Youth Programs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Special Townies in Charlestown
697,697,Spencer Maple Street School Elevator,Spencer,55000,DESE - Department Of Elementary & Secondary Education,jjou@mass.gov,70100015,"provided further, that not less than $55,000 shall be expended for elevator upgrades at the Maple Street school building in the town of Spencer",DES,"Recreation, Construction, Maintenance, Education",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Spencer Maple Street School Elevator
698,698,Spire Center for Performing Arts,Plymouth,75000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $75,000 shall be expended for the Spire Center for Performing Arts in Plymouth for architectural, engineering, and preservation consultants",MMP,"Arts, Maintenance",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Spire Center for Performing Arts
699,699,Sportsmen's Tennis & Enrichment Center in Boston,Boston,25000,DESE - Department Of Elementary & Secondary Education,jjou@mass.gov,70100013,"provided further, that not less than $25,000 shall be expended to Sportsmen’s Tennis & Enrichment Center, Inc. for after school and summer programming for students disproportionately impacted by the 2019 novel coronavirus pandemic",DES,"Education, Recreation, Equality",False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Sportsmen's Tennis & Enrichment Center in Boston
700,700,Springfield Community Health Center,Springfield,1000000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $1,000,000 shall be expended for costs associated with the purchase of information technology, medical equipment and interior building construction and the furnishing of a community health center licensed under an academic medical center in the city of Springfield",EHS,"Construction, Technology, Education, Health",True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Springfield Community Health Center
701,701,Springfield Cultural Partnership,Springfield,40000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,70021530,"provided further, that not less than $40,000 shall be expended to the Springfield Cultural Partnership Incorporated to cover operating costs and the costs associated with the Trust Transfer Project",HED,"Arts, Research",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Springfield Cultural Partnership
702,702,Springfield Day Nursery Corporation,Springfield,100000,EEC - Department Of Early Education & Care,sean.reynolds@mass.gov,70100013,"provided further, that not less than $100,000 shall be expended to the Springfield Day Nursery Corporation in the city of Springfield for capital expenses associated with the construction of a new facility to expand access to early education, center-based care and family services to low-income children and families in western Massachusetts",EEC,"Education, Youth Programs, Construction, Human Services",False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,Springfield Day Nursery Corporation
703,703,Springfield Food Pantry,Springfield,100000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $100,000 shall be expended to Open Pantry Community Services, Inc., in the city of Springfield",MDA,Food,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Springfield Food Pantry
704,704,Springfield Housing Authority,Springfield,125000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $125,000 shall be expended to the Springfield housing authority for improvements including, but not limited to, window repairs and security system updates",DHC,"Housing, Maintenance",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Springfield Housing Authority
705,705,Springfield Housing Authority Security System,Springfield,100000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $100,000 shall be expended to the Springfield housing authority for the purpose of upgrading security camera systems at Duggan Park Apartments, Moxon and Robinson Gardens in the city of Springfield",DHC,"Housing, Recreation",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Springfield Housing Authority Security System
706,706,Springfield Minority Small-Business Assistance,Springfield,100000,SEA - Department Of Business And Technology,nhat.le@mass.gov,15992043,"provided further, that not less than $100,000 shall be expended to Partners for Community for programs to assist and advise the development of Latino businesses in Springfield",SEA,"Economic, Transport, Equality",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Springfield Minority Small-Business Assistance
707,707,Springfield Museums,Springfield,100000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $100,000 shall be expended for Springfield museums for exhibitions, upgrades and programs that explain and promote understanding of the history and significance of minority populations and include a Latino Arts Festival which incorporates a permanent exhibit",MMP,"Maintenance, Equality, Arts, Historical",False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Springfield Museums
708,708,Springfield Museums,Springfield,100000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,70021530,"provided that not less than $100,000 shall be expended to the Springfield Science Museum in the city of Springfield to support research on literacy acquisition and the science of reading conducted by area professors in the boyhood home of Dr. Seuss",MMP,"Arts, Research",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Springfield Museums
709,709,"Springfield Neighborhood Housing Services, Inc",Springfield,100000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $100,000 shall be expended to Springfield Neighborhood Housing Services, Inc.",DHC,Housing,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Springfield Neighborhood Housing Services, Inc"
710,710,Springfield Pharmacy Rapid Testing,Springfield,75000,DPH - Department Of Public Health,robert.w.oliver2@mass.gov,45130101,"provided further, that not less than $75,000 shall be expended for Springfield Pharmacy, LLC in the city of Springfield to conduct free rapid COVID-19 testing",DPH,Health,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Springfield Pharmacy Rapid Testing
711,711,Springfield Puerto Rican Parade,Springfield,50000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,70021530,"provided further, that not less than $50,000 shall be expended to the Springfield Puerto Rican Parade, Inc.",MMP,Events,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Springfield Puerto Rican Parade
712,712,Springfield Veterans First (NABVET) Outreach Center,Springfield,100000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $100,000 shall be expended for Springfield Veterans First (NABVET) outreach center",EHS,Equality,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Springfield Veterans First (NABVET) Outreach Center
713,713,Squannacook Greenways,Westford,100000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,28000111,"provided further, that not less than $100,000 shall be expended to Squannacook Greenways, Inc. to expand the Squannacook river rail trail",DCR,Recreation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Squannacook Greenways
714,714,Squantum Point Park Ferry Service Preparation and Implementation,Quincy,400000,DOT - Massachusetts Department Of Transportation,jon.lenicheck@dot.state.ma.us,15992032,"provided further, that not less than $400,000 shall be expended to the city of Quincy for the purpose of further preparation and implementation of a ferry service from Squantum Point park in Marina Bay",DOT,Recreation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Squantum Point Park Ferry Service Preparation and Implementation
715,715,St. Mary's of Carmen Society,Newton,25000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $25,000 shall be expended for St. Mary's of Carmen Society",HED,Economic,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,St. Mary's of Carmen Society
716,716,Standish Humane Society,Duxbury,25000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,15992058,"provided further, that not less than $25,000 shall be expended to the Standish Humane Society, Inc. in the town of Duxbury",ANF,Human Services,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Standish Humane Society
717,717,Stoneham and Wakefield Boys & Girls Clubs Teen Center Improvements,Stoneham,100000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,70100013,"provided further, that not less than $100,000 shall be expended to the Boys & Girls Clubs of Stoneham and Wakefield for accessibility upgrades and performing arts spaces at its teen center in the town of Stoneham",HED,"Youth Programs, Maintenance, Arts",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Stoneham and Wakefield Boys & Girls Clubs Teen Center Improvements
718,718,Stoneham Downtown Corridor,Stoneham,125000,SEA - Department Of Business And Technology,nhat.le@mass.gov,15992043,"provided further, that not less than $125,000 shall be expended to the town of Stoneham for partial redesign of their south downtown business corridor to increase economic development in that area",SEA,"Economic, Transport, Research",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,Stoneham Downtown Corridor
719,719,Stormwater Infiltration Systems in Watertown,Watertown,250000,DEP - Department Of Environmental Protection,steven.mccurdy@mass.gov,20000015,"provided further, that not less than $250,000 shall be expended to the city of Watertown for the construction of stormwater infiltration systems to reduce flooding of the Watertown-Cambridge Greenway in the vicinity of Cottage street",DEP,"Recreation, Construction, Human Services, Environment",False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Stormwater Infiltration Systems in Watertown
720,720,Stoughton Sewer Improvement,Stoughton,150000,DEP - Department Of Environmental Protection,steven.mccurdy@mass.gov,20000015,"provided, that not less than $150,000 shall be expended for the Park Street/Campanelli Industrial Park sewer project in the town of Stoughton",DEP,"Maintenance, Recreation, Research, Environment",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,Stoughton Sewer Improvement
721,721,Streetwise MBA Supplier Diversity Program,Springfield,3000000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"and provided further, that not less than $3,000,000 shall be expended for the Urban League of Eastern Massachusetts, Inc. and the Urban League of Springfield for the streetwise MBA supplier diversity program",HED,"Economic, Equality",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Streetwise MBA Supplier Diversity Program
722,722,Study and Design of Sound Walls for Mystic Housing Development,Somerville,250000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,15992032,"provided further, that not less than $250,000 shall be expended for a study and design of sound walls for interstate-93 in the vicinity of the Mystic housing development in the city of Somerville",DHC,"Housing, Research",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Study and Design of Sound Walls for Mystic Housing Development
723,723,Sturbridge Public Safety Equipment,Sturbridge,75000,EPS - Executive Office Of Public Safety & Homeland Security,Brian.Merrick@mass.gov,15992058,"provided further, that not less than $75,000 shall be expended to the town of Sturbridge for the purchase of new public safety equipment",EPS,Human Services,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Sturbridge Public Safety Equipment
724,724,Substance Abuse Services in Suffolk County,Boston,2000000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, not less than $2,000,000 shall be expended for the establishment of new detoxification and clinical stabilization service beds in Suffolk county including, but not limited to, services rendered under section 35 of chapter 123 of the General Laws",EHS,"Transport, Rehabilitation",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,Substance Abuse Services in Suffolk County
725,725,"Sudbury Community Food Pantry, Inc.",Sudbury,25000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $25,000 shall be expended to the Sudbury Community Food Pantry, Inc. in town of Sudbury for food security infrastructure",MDA,Food,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Sudbury Community Food Pantry, Inc."
726,726,Sudbury Housing Trust Mortgage Assistance,Sudbury,75000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $75,000 shall be expended to the Sudbury housing trust in the town of Sudbury for mortgage subsidies",DHC,"Housing, Human Services",False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Sudbury Housing Trust Mortgage Assistance
727,727,Sueños Basketball,Lawrence,50000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $50,000 shall be expended for the Lawrence Sueños Basketball program to support the recreational, social, and health benefits that the league provides to low-income youth in Lawrence",HED,"Youth Programs, Recreation, Health",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,Sueños Basketball
728,728,Support for Discover Central Massachusetts,Worcester,125000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,70021530,"provided further, that not less than $125,000 shall be expended to Discover Central Massachusetts for tourism and event marketing and promotion",MMP,Economy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Support for Discover Central Massachusetts
729,729,Support for Interfaith Hospitality Network's Homelessness Services,Worcester,25000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $25,000 shall be expended to the Interfaith Hospitality Network for the renovation of a building on June street in the city of Worcester",EHS,"Housing, Recreation, Construction, Maintenance, Occupational",False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,Support for Interfaith Hospitality Network's Homelessness Services
730,730,Supporting Counseling Services at Rick’s Place,Wilbraham,100000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $100,000 shall be expended for Rick’s Place in the town of Wilbraham to hire program personnel for grief support services",EHS,Mental Health,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Supporting Counseling Services at Rick’s Place
731,731,Sutton Fiber Optic Cable Extension,Sutton,200000,DOR - Department Of Revenue,krzywickil@dor.state.ma.us,15992058,"provided further, that not less than $200,000 shall be expended to the town of Sutton for extending fiber optic cable to the Wilkes section of the town of Sutton",DOR,Technology,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Sutton Fiber Optic Cable Extension
732,732,Sutton Fire Department Generators,Sutton,75000,DFS - Department Of Fire Services,David.Clemons@mass.gov,15992058,"provided further, that not less than $75,000 shall be expended to Sutton fire department in the town of Sutton for the purchase of new generators",DFS,Essential Services,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Sutton Fire Department Generators
733,733,Sutton Manchaug and Stevens Dam Improvements,Sutton,150000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,28000111,"provided further, that not less than $150,000 shall be expended to the town of Sutton for the repointing of the Manchaug Pond dam and for improvements to the Stevens Pond dam in the town of Sutton",DCR,"Recreation, Maintenance",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Sutton Manchaug and Stevens Dam Improvements
734,734,Swansea Water Interconnection Project,Somerset,135000,DEP - Department Of Environmental Protection,steven.mccurdy@mass.gov,15992032,"provided further, that not less than $135,000 shall be expended to the Swansea Water District for a water interconnection project with the town of Somerset",DEP,"Environment, Research",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Swansea Water Interconnection Project
735,735,Tapestry Health Overdose Prevention Program,Holyoke,25000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $25,000 shall be expended to Tapestry Health in the city of Holyoke for opioid treatment and overdose prevention programs due to the increase of substance use during the COVID-19 pandemic",EHS,"Rehabilitation, Health",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Tapestry Health Overdose Prevention Program
736,736,Taunton Energy Efficiency Program,Taunton,1000000,ENE - Department Of Energy Resources,Marcelle.T.Payen@mass.gov,20000103,"provided further, that notwithstanding any general or special law to the contrary, not less than $1,000,000 shall be expended for the development of an energy efficiency program by the Taunton Municipal Light Plant that shall include, but not be limited to, providing rebates, loans and grants for the purchase and installation of energy-efficient home heating equipment and home improvements to consumers in the service area of the Taunton Municipal Light Plant; provided further, that notwithstanding any general or special law to the contrary, the Taunton Municipal Light Plant shall be authorized to solicit and procure private and not-for-profit investment and establish a trust for the purposes of funding the energy efficiency program",ENE,"Housing, Maintenance, Research",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Taunton Energy Efficiency Program
737,737,Teen Torch Program,Worcester,100000,DCF - Department Of Children And Families,emily.hajjar@mass.gov,70100013,"provided further, that not less than $100,000 shall be expended for the Teen Torch program at Yes We Care",DCF,Youth Programs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Teen Torch Program
738,738,Templeton Fire Department,Templeton,70000,DFS - Department Of Fire Services,David.Clemons@mass.gov,15992058,"provided further, that not less than $70,000 shall be expended for a utility truck for the fire department in the town of Templeton",DFS,"Essential Services, Religious",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Templeton Fire Department
739,739,Temporary Housing and Relocation Amenities at Bunker Hill Housing Development,Boston,250000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $250,000 shall be expended for temporary housing and relocation amenities including, but not limited to, a laundromat, playgrounds and community spaces at the Boston housing authority, Bunker Hill housing development in the Charlestown section of Boston",DCR,Housing,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Temporary Housing and Relocation Amenities at Bunker Hill Housing Development
740,740,Tenean Street Rail and Beach Flooding Study,Boston,250000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $250,000 shall be expended for a study relative to a natural resilience barrier to protect high tide and storm surge flooding at Tenean street along the Massachusetts Bay Transportation Authority red line, commuter rail tracks and Tenean beach in the Dorchester section of the city of Boston",DCR,"Recreation, Research, Transport, Environment",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,Tenean Street Rail and Beach Flooding Study
741,741,Tewksbury Sidewalks and Storm-Water Infrastructure,Tewksbury,100000,EEA - Executive Office Of Environmental Affairs,serafina.t.zeringo@mass.gov,20000015,"provided further, that not less than $100,000 shall be appropriated to the town of Tewksbury for the design, engineering and construction of sidewalks and pedestrian crossings and associated storm-water infrastructure",EEA,"Recreation, Construction, Research, Environment",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,Tewksbury Sidewalks and Storm-Water Infrastructure
742,742,The Base in Boston,Boston,25000,DESE - Department Of Elementary & Secondary Education,jjou@mass.gov,70100013,"provided further, that not less than $25,000 shall be expended to The Base, Inc. to provide athletic and academic programming for students in the city of Boston disproportionately impacted by the 2019 novel coronavirus",DES,"Education, Equality",False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The Base in Boston
743,743,The Black Springfield COVID-19 Coalition,Springfield,150000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $150,000 shall be expended to the Black Springfield Covid-19 Coalition",HED,"Health, Equality",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The Black Springfield COVID-19 Coalition
744,744,"The Charity Guild, Inc.",Brockton,100000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $100,000 shall be expended for The Charity Guild, Inc. in the city of Brockton",MDA,Food,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"The Charity Guild, Inc."
745,745,The Food Drive in Melrose,Melrose,60000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $60,000 shall be expended to The Food Drive in the city of Melrose for the purchase of equipment to facilitate food rescue, collection and distribution",MDA,Food,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The Food Drive in Melrose
746,746,The Kennedy Center in Boston,Boston,100000,DCF - Department Of Children And Families,emily.hajjar@mass.gov,70100013,"provided further, that not less than $100,000 shall be expended to The John F. Kennedy Family Service Center, Inc. in the Charlestown section of the city of Boston",DCF,Human Services,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,The Kennedy Center in Boston
747,747,The Neighborhood Developers in Chelsea,Chelsea,50000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,70022023,"provided further, that not less than $50,000 shall be expended to The Neighborhood Developers, Inc. in the city of Chelsea",HED,Housing,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The Neighborhood Developers in Chelsea
748,748,The Open Door in Gloucester,Gloucester,150000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that $150,000 shall be expended for The Open Door in Gloucester",EHS,"Economic, Food",False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The Open Door in Gloucester
749,749,The Paul Revere Museum of Discovery and Innovation,Canton,200000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $200,000 shall be expended for The Paul Revere Museum of Discovery and Innovation in Canton",MMP,Arts,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The Paul Revere Museum of Discovery and Innovation
750,750,The People's Academy,Boston,100000,LWD - Executive Office Of Labor And Workforce Development,sheila.l.tunney2@mass.gov,70030102,"provided further, that not less than $100,000 shall be expended to The People’s Academy, Inc.",LWD,Occupational,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,The People's Academy
751,751,The Possible Project,Boston,200000,LWD - Executive Office Of Labor And Workforce Development,sheila.l.tunney2@mass.gov,70100013,"provided further, that not less than $200,000 shall be expended for The Possible Project to support children at risk through job training, entrepreneurship programs and community supports",LWD,"Youth Programs, Transport, Research, Occupational",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,The Possible Project
752,752,The Taunton District Center for the Arts,Taunton,56000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $56,000 shall be expended for the District Center for the Arts, Inc. in Taunton",HED,Arts,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The Taunton District Center for the Arts
753,753,The Welcome Project,Somerville,50000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $50,000 shall be expended for the Welcome Project in the city of Somerville",HED,Research,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,The Welcome Project
754,754,Thermal Transition Study,Springfield,150000,ENE - Department Of Energy Resources,Marcelle.T.Payen@mass.gov,20000103,"provided further, that not less than $150,000 shall be expended for Michael Jay Walsh LLC to support the research and development of a study on a thermal heating transition for the commonwealth",ENE,Research,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Thermal Transition Study
755,755,Thomas Crane Public Library in Quincy,Quincy,600000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,15992058,"provided further, that not less than $600,000 shall be made available for the city of Quincy for capital improvements including, but not limited to, roofing for the Thomas Crane Public Library",ANF,"Education, Maintenance",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Thomas Crane Public Library in Quincy
756,756,Tilden House Preservation in Canton,Canton,75000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $75,000 shall be expended for the preservation of the Tilden House in Canton",MMP,Maintenance,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Tilden House Preservation in Canton
757,757,"Top Notch Scholars, Inc.",Methuen,60000,DESE - Department Of Elementary & Secondary Education,jjou@mass.gov,70100013,"provided further, that not less than $60,000 shall be expended to Top Notch Scholars Inc., in partnership with Methuen Public Schools, the city of Methuen and the Methuen Youth and Community Center, for the expansion of services in the city of Methuen, including the hiring of staff, youth development, programming and leadership development",DES,"Youth Programs, Education, Human Services",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,"Top Notch Scholars, Inc."
758,758,Topsfield Downtown Wayfinding Signage,Topsfield,100000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,15992058,"provided further, that not less than $100,000 shall be expended to the town of Topsfield for downtown wayfinding signage",ANF,Human Services,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Topsfield Downtown Wayfinding Signage
759,759,Tourism and Cultural enhancements at Lynn Auditorium,Lynn,100000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $100,000 shall be expended for tourism and cultural enhancements at the Lynn Memorial Auditorium",MMP,Arts,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Tourism and Cultural enhancements at Lynn Auditorium
760,760,Town Line Brook Floodgate Repair,Malden,50000,DEP - Department Of Environmental Protection,steven.mccurdy@mass.gov,15992032,"provided further, that not less than $50,000 shall be expended for repairs for the Town Line brook floodgate between the cities of Malden and Revere",DEP,"Environment, Maintenance",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Town Line Brook Floodgate Repair
761,761,Town of Barre Broadband Services,Barre,20000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $20,000 shall be expended to the town of Barre to facilitate access to broadband services",HED,"Transport, Technology",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,Town of Barre Broadband Services
762,762,Town of Danvers Strategic Plan,Danvers,150000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,15992058,"provided further, that not less than $150,000 shall be expended to the town of Danvers for the completion of a strategic plan",ANF,Research,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Town of Danvers Strategic Plan
763,763,Town of Hanson Small Business Assistance,Hanson,35000,SEA - Department Of Business And Technology,nhat.le@mass.gov,15992043,"provided further, that not less than $35,000 shall be expended to the town of Hanson for small business assistance",SEA,"Economic, Transport",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Town of Hanson Small Business Assistance
