,Unnamed: 0,Earmark Description,Location,Amount,Administering State Agency,State Agency Contact,Account Number,Earmark Language,Agency,Categories,Health,Housing,Food,Arts,Construction,Economic,Education,Environment,Essential Services,Equality,Events,Historical,Human Services,Mental Health,Occupational,Recreation,Rehabilitation,Religious,Transport,Technology,Youth Programs,Accessibility,Maintenance,Research,amdt_match,Amendment No.,Title,Sponsor,Subject,Consolidated Amendment,Status
232,672,Sharon Cooperative Learning Community,Sharon,50000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,70100013,"provided further, that not less than $50,000 shall be expended to the Sharon Cooperative Learning Community for improvements, upgrades and enhancements to the Sharon Cooperative School and Cooperative Nature School at the Trustees Moose Hill Farm in the town of Sharon",HED,"Occupational, Maintenance",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,Sharon Cooperative Learning Community,450-R1,Sharon Cooperative Learning Community,"Feeney, Paul R. (SEN)",Education,Yes Bundle 2,Adopted
233,678,Sidewalk Installation and Improvement,Winthrop,100000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $100,000 shall be expended to the town of Winthrop for the installation of sidewalks",HED,"Recreation, Maintenance",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Sidewalk Installation and Improvement,536,Sidewalk Installation and Improvement,"Turco, Jeffrey Rosario (HOU)",Economic Development,D,Consolidated
234,683,Somerville Community Land Trust,Somerville,250000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $250,000 shall be expended for Somerville Community Land Trust, Inc., in the city of Somerville",DHC,Housing,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Somerville Community Land Trust,639-R1,Somerville Community Land Trust,"Jehlen, Patricia D. (SEN)",Local,Yes Bundle 3,Adopted
235,683,Somerville Community Land Trust,Somerville,250000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $250,000 shall be expended for Somerville Community Land Trust, Inc., in the city of Somerville",DHC,Housing,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Somerville Community Land Trust,1098,Somerville Community Land Trust,"Connolly, Mike (HOU)",Housing,A,Consolidated
236,690,Southampton Council on Aging,Southampton,50000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less $50,000 shall be expended to the Southampton council on aging for resources and programming",EHS,Human Services,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Southampton Council on Aging,673,Southampton Council on Aging,"Velis, John C. (SEN)",Local,Yes Bundle 3,Adopted
237,691,Southborough Collapsed Culvert,Southborough,70000,FWE - Department Of Fish And Game,brian.kelter@mass.gov,20000103,"provided further, that not less than $70,000 shall be made available for the town of Southborough for the purposes of repairing a collapsed culvert on Northboro Road",FWE,"Transport, Maintenance",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,Southborough Collapsed Culvert,590,Southborough Collapsed Culvert,"Eldridge, James B. (SEN)",Local,Yes Bundle 3,Adopted
238,692,Southborough HVAC Upgrades,Southborough,100000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,70100015,"provided further, that not less than $100,000 shall be expended for heating, ventilation and air conditioning upgrades to public buildings in the town of Southborough",ANF,"Construction, Maintenance",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Southborough HVAC Upgrades,508,Southborough HVAC Upgrades,"Dykema, Carolyn C. (HOU)",Education,B,Consolidated
239,695,Southwick War Monument,Southwick,5000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,70021530,"provided further, that not less $5,000 shall be expended to the town of Southwick to finish the cleaning, additions and updated engravings of its War Monument",HED,"Maintenance, Historical",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Southwick War Monument,662,Southwick War Monument,"Velis, John C. (SEN)",Local,Yes Bundle 3,Adopted
240,698,Spire Center for Performing Arts,Plymouth,75000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $75,000 shall be expended for the Spire Center for Performing Arts in Plymouth for architectural, engineering, and preservation consultants",MMP,"Arts, Maintenance",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Spire Center for Performing Arts,376,Spire Center for Performing Arts,"Muratore, Mathew J. (HOU)",Economic Development,D,Consolidated
241,701,Springfield Cultural Partnership,Springfield,40000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,70021530,"provided further, that not less than $40,000 shall be expended to the Springfield Cultural Partnership Incorporated to cover operating costs and the costs associated with the Trust Transfer Project",HED,"Arts, Research",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Springfield Cultural Partnership,126-R1,Springfield Cultural Partnership,"Gomez, Adam (SEN)",Economic Development,Yes Bundle 1,Adopted
242,703,Springfield Food Pantry,Springfield,100000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $100,000 shall be expended to Open Pantry Community Services, Inc., in the city of Springfield",MDA,Food,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Springfield Food Pantry,640-R2,Springfield Food Pantry,"Gomez, Adam (SEN)",Local,Yes Bundle 3,Adopted
243,704,Springfield Housing Authority,Springfield,125000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $125,000 shall be expended to the Springfield housing authority for improvements including, but not limited to, window repairs and security system updates",DHC,"Housing, Maintenance",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Springfield Housing Authority,280-R1,Springfield Housing Authority,"Gomez, Adam (SEN)",Health and Human Services,Yes Bundle 2,Adopted
244,705,Springfield Housing Authority Security System,Springfield,100000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $100,000 shall be expended to the Springfield housing authority for the purpose of upgrading security camera systems at Duggan Park Apartments, Moxon and Robinson Gardens in the city of Springfield",DHC,"Housing, Recreation",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Springfield Housing Authority Security System,465,Springfield Housing Authority Security System,"Ramos, Orlando (HOU)",Housing,A,Consolidated
245,707,Springfield Museums,Springfield,100000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $100,000 shall be expended for Springfield museums for exhibitions, upgrades and programs that explain and promote understanding of the history and significance of minority populations and include a Latino Arts Festival which incorporates a permanent exhibit",MMP,"Maintenance, Equality, Arts, Historical",False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Springfield Museums,804,Springfield Museums,"González, Carlos (HOU)",Economic Development,D,Consolidated
246,708,Springfield Museums,Springfield,100000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,70021530,"provided that not less than $100,000 shall be expended to the Springfield Science Museum in the city of Springfield to support research on literacy acquisition and the science of reading conducted by area professors in the boyhood home of Dr. Seuss",MMP,"Arts, Research",False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Springfield Museums,804,Springfield Museums,"González, Carlos (HOU)",Economic Development,D,Consolidated
247,709,"Springfield Neighborhood Housing Services, Inc",Springfield,100000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $100,000 shall be expended to Springfield Neighborhood Housing Services, Inc.",DHC,Housing,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Springfield Neighborhood Housing Services, Inc",218,"Springfield Neighborhood Housing Services, Inc","Williams, Bud L. (HOU)",Housing,A,Consolidated
248,711,Springfield Puerto Rican Parade,Springfield,50000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,70021530,"provided further, that not less than $50,000 shall be expended to the Springfield Puerto Rican Parade, Inc.",MMP,Events,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Springfield Puerto Rican Parade,646-R1,Springfield Puerto Rican Parade,"Gomez, Adam (SEN)",Local,Yes Bundle 3,Adopted
249,711,Springfield Puerto Rican Parade,Springfield,50000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,70021530,"provided further, that not less than $50,000 shall be expended to the Springfield Puerto Rican Parade, Inc.",MMP,Events,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Springfield Puerto Rican Parade,569,Springfield Puerto Rican Parade,"Ramos, Orlando (HOU)",Economic Development,D,Consolidated
250,712,Springfield Veterans First (NABVET) Outreach Center,Springfield,100000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $100,000 shall be expended for Springfield Veterans First (NABVET) outreach center",EHS,Equality,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Springfield Veterans First (NABVET) Outreach Center,224,Springfield Veterans First (NABVET) Outreach Center,"Williams, Bud L. (HOU)",Health and Human Services,B,Consolidated
251,717,Stoneham and Wakefield Boys & Girls Clubs Teen Center Improvements,Stoneham,100000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,70100013,"provided further, that not less than $100,000 shall be expended to the Boys & Girls Clubs of Stoneham and Wakefield for accessibility upgrades and performing arts spaces at its teen center in the town of Stoneham",HED,"Youth Programs, Maintenance, Arts",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Stoneham and Wakefield Boys & Girls Clubs Teen Center Improvements,524,Stoneham and Wakefield Boys & Girls Clubs Teen Center Improvements,"Lewis, Jason M. (SEN)",Local,Yes Bundle 3,Adopted
252,718,Stoneham Downtown Corridor,Stoneham,125000,SEA - Department Of Business And Technology,nhat.le@mass.gov,15992043,"provided further, that not less than $125,000 shall be expended to the town of Stoneham for partial redesign of their south downtown business corridor to increase economic development in that area",SEA,"Economic, Transport, Research",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,Stoneham Downtown Corridor,976,Stoneham Downtown Corridor,"Day, Michael S. (HOU)",Economic Development,D,Consolidated
253,720,Stoughton Sewer Improvement,Stoughton,150000,DEP - Department Of Environmental Protection,steven.mccurdy@mass.gov,20000015,"provided, that not less than $150,000 shall be expended for the Park Street/Campanelli Industrial Park sewer project in the town of Stoughton",DEP,"Maintenance, Recreation, Research, Environment",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,Stoughton Sewer Improvement,711-R1,Stoughton Sewer Improvement,"Timilty, Walter F. (SEN)",Local,Yes Bundle 3,Adopted
254,723,Sturbridge Public Safety Equipment,Sturbridge,75000,EPS - Executive Office Of Public Safety & Homeland Security,Brian.Merrick@mass.gov,15992058,"provided further, that not less than $75,000 shall be expended to the town of Sturbridge for the purchase of new public safety equipment",EPS,Human Services,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Sturbridge Public Safety Equipment,489,Sturbridge Public Safety Equipment,"Fattman, Ryan C. (SEN)",Public Safety,Yes Bundle 2,Adopted
255,724,Substance Abuse Services in Suffolk County,Boston,2000000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, not less than $2,000,000 shall be expended for the establishment of new detoxification and clinical stabilization service beds in Suffolk county including, but not limited to, services rendered under section 35 of chapter 123 of the General Laws",EHS,"Transport, Rehabilitation",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,Substance Abuse Services in Suffolk County,325-R2,Substance Abuse Services in Suffolk County,"Collins, Nick (SEN)",Health and Human Services,,Adopted
256,727,Sueños Basketball,Lawrence,50000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $50,000 shall be expended for the Lawrence Sueños Basketball program to support the recreational, social, and health benefits that the league provides to low-income youth in Lawrence",HED,"Youth Programs, Recreation, Health",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,Sueños Basketball,869,Sueños Basketball,"Moran, Frank A. (HOU)",Economic Development,D,Consolidated
257,728,Support for Discover Central Massachusetts,Worcester,125000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,70021530,"provided further, that not less than $125,000 shall be expended to Discover Central Massachusetts for tourism and event marketing and promotion",MMP,Economy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Support for Discover Central Massachusetts,570-R1,Support for Discover Central Massachusetts,"Moore, Michael O. (SEN)",Local,Yes Bundle 3,Adopted
258,729,Support for Interfaith Hospitality Network's Homelessness Services,Worcester,25000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $25,000 shall be expended to the Interfaith Hospitality Network for the renovation of a building on June street in the city of Worcester",EHS,"Housing, Recreation, Construction, Maintenance, Occupational",False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,Support for Interfaith Hospitality Network's Homelessness Services,594,Support for Interfaith Hospitality Network's Homelessness Services,"Moore, Michael O. (SEN)",Local,Yes Bundle 3,Adopted
259,730,Supporting Counseling Services at Rick’s Place,Wilbraham,100000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $100,000 shall be expended for Rick’s Place in the town of Wilbraham to hire program personnel for grief support services",EHS,Mental Health,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Supporting Counseling Services at Rick’s Place,608,Supporting Counseling Services at Rick’s Place,"Lesser, Eric P. (SEN)",Local,Yes Bundle 3,Adopted
260,731,Sutton Fiber Optic Cable Extension,Sutton,200000,DOR - Department Of Revenue,krzywickil@dor.state.ma.us,15992058,"provided further, that not less than $200,000 shall be expended to the town of Sutton for extending fiber optic cable to the Wilkes section of the town of Sutton",DOR,Technology,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Sutton Fiber Optic Cable Extension,202-R1,Sutton Fiber Optic Cable Extension,"Fattman, Ryan C. (SEN)",Economic Development,Yes Bundle 3,Adopted
261,732,Sutton Fire Department Generators,Sutton,75000,DFS - Department Of Fire Services,David.Clemons@mass.gov,15992058,"provided further, that not less than $75,000 shall be expended to Sutton fire department in the town of Sutton for the purchase of new generators",DFS,Essential Services,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Sutton Fire Department Generators,491,Sutton Fire Department Generators,"Fattman, Ryan C. (SEN)",Public Safety,Yes Bundle 2,Adopted
262,733,Sutton Manchaug and Stevens Dam Improvements,Sutton,150000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,28000111,"provided further, that not less than $150,000 shall be expended to the town of Sutton for the repointing of the Manchaug Pond dam and for improvements to the Stevens Pond dam in the town of Sutton",DCR,"Recreation, Maintenance",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Sutton Manchaug and Stevens Dam Improvements,411-R1,Sutton Manchaug and Stevens Dam Improvements,"Fattman, Ryan C. (SEN)",Environment,Yes Bundle 2,Adopted
263,735,Tapestry Health Overdose Prevention Program,Holyoke,25000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $25,000 shall be expended to Tapestry Health in the city of Holyoke for opioid treatment and overdose prevention programs due to the increase of substance use during the COVID-19 pandemic",EHS,"Rehabilitation, Health",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Tapestry Health Overdose Prevention Program,684,Tapestry Health Overdose Prevention Program,"Velis, John C. (SEN)",Local,Yes Bundle 3,Adopted
264,737,Teen Torch Program,Worcester,100000,DCF - Department Of Children And Families,emily.hajjar@mass.gov,70100013,"provided further, that not less than $100,000 shall be expended for the Teen Torch program at Yes We Care",DCF,Youth Programs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Teen Torch Program,954,Teen Torch Program,"O'Day, James J. (HOU)",Education,B,Consolidated
265,738,Templeton Fire Department,Templeton,70000,DFS - Department Of Fire Services,David.Clemons@mass.gov,15992058,"provided further, that not less than $70,000 shall be expended for a utility truck for the fire department in the town of Templeton",DFS,"Essential Services, Religious",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Templeton Fire Department,591,Templeton Fire Department,"Gobi, Anne M. (SEN)",Local,Yes Bundle 3,Adopted
266,748,The Open Door in Gloucester,Gloucester,150000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that $150,000 shall be expended for The Open Door in Gloucester",EHS,"Economic, Food",False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The Open Door in Gloucester,537,The Open Door in Gloucester,"Tarr, Bruce E. (SEN)",Local,Yes Bundle 3,Adopted
267,749,The Paul Revere Museum of Discovery and Innovation,Canton,200000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $200,000 shall be expended for The Paul Revere Museum of Discovery and Innovation in Canton",MMP,Arts,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The Paul Revere Museum of Discovery and Innovation,78,The Paul Revere Museum of Discovery and Innovation,"Galvin, William C. (HOU)",Economic Development,D,Consolidated
268,751,The Possible Project,Boston,200000,LWD - Executive Office Of Labor And Workforce Development,sheila.l.tunney2@mass.gov,70100013,"provided further, that not less than $200,000 shall be expended for The Possible Project to support children at risk through job training, entrepreneurship programs and community supports",LWD,"Youth Programs, Transport, Research, Occupational",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,The Possible Project,952,The Possible Project,"Tyler, Chynah (HOU)",Education,B,Consolidated
269,753,The Welcome Project,Somerville,50000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $50,000 shall be expended for the Welcome Project in the city of Somerville",HED,Research,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,The Welcome Project,895,The Welcome Project,"Connolly, Mike (HOU)",Workforce,D,Consolidated
270,754,Thermal Transition Study,Springfield,150000,ENE - Department Of Energy Resources,Marcelle.T.Payen@mass.gov,20000103,"provided further, that not less than $150,000 shall be expended for Michael Jay Walsh LLC to support the research and development of a study on a thermal heating transition for the commonwealth",ENE,Research,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Thermal Transition Study,604-R1,Thermal Transition Study,"Barrett, Michael J. (SEN)",Local,Yes Bundle 3,Adopted
271,759,Tourism and Cultural enhancements at Lynn Auditorium,Lynn,100000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $100,000 shall be expended for tourism and cultural enhancements at the Lynn Memorial Auditorium",MMP,Arts,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Tourism and Cultural enhancements at Lynn Auditorium,1035,Tourism and Cultural enhancements at Lynn Auditorium,"Cahill, Daniel (HOU)",Economic Development,D,Consolidated
272,763,Town of Hanson Small Business Assistance,Hanson,35000,SEA - Department Of Business And Technology,nhat.le@mass.gov,15992043,"provided further, that not less than $35,000 shall be expended to the town of Hanson for small business assistance",SEA,"Economic, Transport",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Town of Hanson Small Business Assistance,110,Town of Hanson Small Business Assistance,"Cutler, Josh S. (HOU)",Economic Development,D,Consolidated
273,767,Town of Westminster Generators,Westminster,100000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $100,000 shall be expended to purchase 1 generator for the department of public works and 1 generator for the senior center in Westminster for use in an emergency shelter in the event of a power outage to prevent any gaps in services to the community",DHC,"Occupational, Human Services, Health",True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Town of Westminster Generators,901,Town of Westminster Generators,"Ferguson, Kimberly N. (HOU)",Housing,A,Consolidated
274,770,Townsend Gazebo,Townsend,50000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,15992058,"provided further, that not less than $50,000 shall be expended for the renovation of the town common gazebo in the town of Townsend",ANF,"Economic, Maintenance",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Townsend Gazebo,686-R1,Townsend Gazebo,"Cronin, John J. (SEN)",Local,Yes Bundle 3,Adopted
275,770,Townsend Gazebo,Townsend,50000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,15992058,"provided further, that not less than $50,000 shall be expended for the renovation of the town common gazebo in the town of Townsend",ANF,"Economic, Maintenance",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Townsend Gazebo,681,Townsend Gazebo,"Harrington, Sheila C. (HOU)",Economic Development,D,Consolidated
276,773,"Translation, Civic Engagement and Participation Fund for the Town of Amherst",Amherst,80000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $80,000 shall be expended to the town of Amherst to support translation services, promote engagement and inclusion, and facilitate participation in civic activities for BIPOC and ESL communities",HED,Human Services,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"Translation, Civic Engagement and Participation Fund for the Town of Amherst",1024,"Translation, Civic Engagement and Participation Fund for the Town of Amherst","Domb, Mindy (HOU)",Workforce,D,Consolidated
277,779,UMass Amherst Mount Ida Campus Veterinary Clinic,Newton,102000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $102,000 shall be expended to the University of Massachusetts at Amherst to establish a community veterinary clinic for low income pet owners, located at the Mount Ida Campus in Newton",HED,Human Services,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,UMass Amherst Mount Ida Campus Veterinary Clinic,526,UMass Amherst Mount Ida Campus Veterinary Clinic,"Balser, Ruth B. (HOU)",Workforce,D,Consolidated
278,781,United First Parish Church Fire Suppression System Installation,Quincy,60000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,70021530,"provided further, that not less than $60,000 shall be expended for the partial installation of a fire suppression system and associated electrical and plumbing upgrades at United First Parish Church, a national historic landmark located in the city of Quincy and the final resting place of 2 United States Presidents and First Ladies",MMP,"Historical, Religious, Maintenance, Technology",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,United First Parish Church Fire Suppression System Installation,647,United First Parish Church Fire Suppression System Installation,"Keenan, John F. (SEN)",Local,Yes Bundle 3,Adopted
279,785,Upham's Corner Main Street,Boston,100000,SEA - Department Of Business And Technology,nhat.le@mass.gov,15992043,"provided further, that not less than $100,000 shall be expended to Upham's Corner Main Street, Incorporated to provide technical assistance to North Dorchester small businesses most impacted by the 2019 novel coronavirus pandemic, in accessing local, state, and federal small business economic relief and recovery programs",SEA,"Economic, Recreation, Transport, Technology",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,Upham's Corner Main Street,515,Upham's Corner Main Street,"Miranda, Liz (HOU)",Economic Development,D,Consolidated
280,786,Upton HVAC Upgrades,Upton,100000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,70100013,"provided further, that not less than $100,000 shall be expended for town of Upton to replace and upgrade heating and ventilation units within municipal buildings",ANF,"Construction, Maintenance",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Upton HVAC Upgrades,729,Upton HVAC Upgrades,"Muradian, Jr., David K. (HOU)",Education,B,Consolidated
281,787,Upton Park Design and Construction,Upton,35000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,28000111,"provided further, that not less than $35,000 shall be expended to the town of Upton for the design and construction of a park",DCR,"Recreation, Construction, Research",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,Upton Park Design and Construction,569,Upton Park Design and Construction,"Moore, Michael O. (SEN)",Local,Yes Bundle 3,Adopted
282,808,Waters Farm Public Access and Infrastructure Improvements,Sutton,100000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,28000111,"provided further, that not less than $100,000 shall be expended to Waters Farm in the town of Sutton for public access and infrastructure improvements",DCR,"Environment, Maintenance",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Waters Farm Public Access and Infrastructure Improvements,205-R1,Waters Farm Public Access and Infrastructure Improvements,"Fattman, Ryan C. (SEN)",Economic Development,Yes Bundle 3,Adopted
283,809,Watuppa Rowing Center,Fall River,50000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,70100013,"provided further, that not less than $50,000 shall be expended for the Watuppa Rowing Center for ADA compliance improvements and additional programming equipment for instruction and access to underserved high school and adult populations",DCR,"Education, Maintenance",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Watuppa Rowing Center,250,Watuppa Rowing Center,"Fiola, Carole A. (HOU)",Education,B,Consolidated
284,811,Wayside Youth and Family Support Network,Watertown,125000,DMH - Department Of Mental Health,stephen.cidlevich@mass.gov,50110101,"provided further, that not less than $125,000 shall be expended for Wayside Youth and Family Support Network in Watertown to provide youth mental health first aid training",DMH,"Youth Programs, Human Services, Transport, Occupational, Environment, Health",True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,Wayside Youth and Family Support Network,216,Wayside Youth and Family Support Network,"Owens, Steven C. (HOU)",Health and Human Services,B,Consolidated
285,812,Webster Fire Department Tools,Webster,30000,DFS - Department Of Fire Services,David.Clemons@mass.gov,15992058,"provided further, that not less than $30,000 shall be expended to the Webster fire department in the town of Webster for the purchase of new hydraulic rescue tools",DFS,Essential Services,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Webster Fire Department Tools,492,Webster Fire Department Tools,"Fattman, Ryan C. (SEN)",Public Safety,Yes Bundle 2,Adopted
286,813,Webster Lake Association Pout Pond,Webster,200000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,28000111,"provided further, that not less than $200,000 shall be expended to the Webster Lake Association, Inc. for the revitalization of Pout pond",DCR,Recreation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Webster Lake Association Pout Pond,410-R1,Webster Lake Association Pout Pond,"Fattman, Ryan C. (SEN)",Environment,Yes Bundle 2,Adopted
287,814,Wellesley Electric Vehicles,Wellesley,100000,DOT - Massachusetts Department Of Transportation,jon.lenicheck@dot.state.ma.us,15992058,"provided further, that $100,000 shall be expended to the Wellesley Municipal Light Plant to install electric vehicle charging infrastructure and provide grants to Wellesley town departments for the first cost premium of purchasing electric vehicles",DOT,"Transport, Research, Technology",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,Wellesley Electric Vehicles,672,Wellesley Electric Vehicles,"Creem, Cynthia Stone (SEN)",Local,Yes Bundle 3,Adopted
